,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
298,Data Scientist,Avanade,Dallas,TX,US,en,"Dallas, TX",Avanade,"Thu, 09 Jan 2020 20:56:29 GMT","Do you view <b>data</b> as an art and a <b>science</b>? As an Industry <b>Data</b> <b>Scientist</b>, you will help clients understand and extract insight and value from their <b>data</b> using…",http://www.indeed.com/viewjob?jk=cbea073ee28e6db2&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandp73hc3o801,"indeed_clk(this,'4659');",cbea073ee28e6db2,False,False,False,"Dallas, TX",1 day ago,
299,Entry Level Data Analyst,Samahan Health Centers,National City,CA,US,en,"National City, CA",Samahan Health Centers,"Fri, 10 Jan 2020 15:20:07 GMT",Create innovative approaches to using <b>data</b> driven approaches to manage <b>data</b> sets and clinical performance metrics. Familiarity with eClinic Works and i2iTracks.,http://www.indeed.com/viewjob?jk=1e30940cf93ce42a&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandp73hc3o801,"indeed_clk(this,'4659');",1e30940cf93ce42a,False,False,True,"National City, CA 91950",1 day ago,
300,Sr. Data Scientist,Microagility,Columbus,OH,US,en,"Columbus, OH",Indeed,"Fri, 10 Jan 2020 13:31:00 GMT","Bachelor’s degree required, preferably in Computer <b>Science</b>, Mathematics or Statistics. Master’s degree required, preferably in Computer <b>Science</b>, Mathematics or…",http://www.indeed.com/viewjob?jk=5a122d4f586db66a&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",5a122d4f586db66a,False,False,True,"Columbus, OH",1 day ago,
301,DATA SCIENCE ADMINISTRATOR,University of Washington,Seattle,WA,US,en,"Seattle, WA",University of Washington,"Fri, 10 Jan 2020 05:05:05 GMT",The Department of Radiology currently has an outstanding opportunity for a <b>DATA</b> <b>SCIENCE</b> ADMINISTRATOR. Experience with healthcare and/or clinical <b>data</b>;,http://www.indeed.com/viewjob?jk=058861afa9888c99&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",058861afa9888c99,False,False,False,"Seattle, WA",1 day ago,
302,"Masters Intern - Political Science, Economics or Data Analytics",Pacific Northwest National Laboratory,Seattle,WA,US,en,"Seattle, WA",Pacific Northwest National Laboratory,"Fri, 10 Jan 2020 03:39:38 GMT","The portfolio of opportunities will include energy, cybersecurity, and other areas where PNNL’s expertise in complex systems modeling and <b>data</b> analytics –…",http://www.indeed.com/viewjob?jk=5f25c4aa0fae077a&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",5f25c4aa0fae077a,False,False,False,"Seattle, WA 98109",1 day ago,
303,Data Scientist 2 - People & Workforce Analytics,Nordstrom,Seattle,WA,US,en,"Seattle, WA",Nordstrom,"Fri, 10 Jan 2020 00:10:09 GMT","Proficient in using Excel, statistical tools (e.g., R, Knime, SAS), and general <b>data</b> architecture and <b>data</b> visualization. 2-4 years of relevant work experience.",http://www.indeed.com/viewjob?jk=e406c6b5fe685479&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",e406c6b5fe685479,False,False,False,"Seattle, WA",1 day ago,
304,Customer Success Specialist - Data Center,Cisco Systems,Research Triangle Park,NC,US,en,"Research Triangle Park, NC",Cisco Systems,"Fri, 10 Jan 2020 01:04:55 GMT","BS Engineering, Computer <b>Science</b>, Masters preferred. Networking, Security, <b>Data</b> Center, Collaboration, SP, IoT, Cross-BE. Who You Are Customer Obsessed :",http://www.indeed.com/viewjob?jk=c2d45fd22e088b7e&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",c2d45fd22e088b7e,False,False,False,"Research Triangle Park, NC",1 day ago,
305,Data Governance Senior Analyst,Ohio State University Medical Center,Columbus,OH,US,en,"Columbus, OH",Indeed,"Fri, 10 Jan 2020 15:40:50 GMT","Bachelor's degree in computer <b>science</b>, management information <b>science</b>, bioinformatics, or a related field; <b>Data</b> Governance Senior Analyst (Job Opening 455939) -…",http://www.indeed.com/viewjob?jk=c0ecc1dcf0681467&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",c0ecc1dcf0681467,False,False,True,"Columbus, OH 43210",1 day ago,
306,Sr Data Scientist,GE Healthcare,Hoffman Estates,IL,US,en,"Hoffman Estates, IL",General Electric,"Fri, 10 Jan 2020 00:50:11 GMT",<b>Data</b> <b>Scientist</b> position will be working on building <b>data</b> <b>science</b> based analytics in customer backed solutions. Excellent Analytical and Problem solving skills.,http://www.indeed.com/viewjob?jk=dd9c8be1d723616e&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",dd9c8be1d723616e,False,False,False,"Hoffman Estates, IL 60169",1 day ago,
307,Data Scientist III,Sprint,Overland Park,KS,US,en,"Overland Park, KS",Sprint,"Fri, 10 Jan 2020 11:13:27 GMT",Three years experience actively engaged in <b>data</b> <b>science</b> or some other research-oriented activity. Identifies meaningful insights from large <b>data</b> and metadata…,http://www.indeed.com/viewjob?jk=a403c3f24fa902ba&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",a403c3f24fa902ba,False,False,False,"Overland Park, KS 66210",1 day ago,
308,Sr. Associate Data Scientist - Sales Science Strategy & Capabilities,JP Morgan Chase,New York,NY,US,en,"New York, NY",JP Morgan Chase,"Fri, 10 Jan 2020 11:12:48 GMT",The team provides expertise in <b>data</b> <b>science</b> & analytics to optimize sales performance for our bankers and financial advisors across the firm.,http://www.indeed.com/viewjob?jk=444b04184bdcfa51&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",444b04184bdcfa51,False,False,False,"New York, NY 10001",1 day ago,
309,Senior Data Scientist - Clinical Data Science,Humana,Boston,MA,US,en,"Boston, MA",Humana,"Fri, 10 Jan 2020 15:31:07 GMT","Senior <b>Data</b> <b>Scientist</b> - Clinical <b>Data</b> <b>Science</b>. Clinical <b>Data</b> <b>Science</b>, Digital Health & Analytics. As a Senior <b>Data</b> <b>Scientist</b>, you will:",http://www.indeed.com/viewjob?jk=25d1f83c71fda56c&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",25d1f83c71fda56c,False,False,False,"Boston, MA 02109",1 day ago,
310,Engineer II - Semiconductor Data Scientist,"HRL Laboratories, LLC",Malibu,CA,US,en,"Malibu, CA","HRL Laboratories, LLC","Fri, 10 Jan 2020 05:57:21 GMT","Building web-based front ends for <b>data</b> input and/or output. Bachelor’s or Master’s degree with a major in Computer Engineering, Computer <b>Science</b>, Electrical…",http://www.indeed.com/viewjob?jk=c9fb908a56d8f64d&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",c9fb908a56d8f64d,False,False,True,"Malibu, CA 90265",1 day ago,
311,"Tech Student - Political Science, Economics or Data Analytics",Pacific Northwest National Laboratory,Seattle,WA,US,en,"Seattle, WA",Pacific Northwest National Laboratory,"Fri, 10 Jan 2020 03:41:15 GMT","The portfolio of opportunities will include energy, cybersecurity, and other areas where PNNL’s expertise in complex systems modeling and <b>data</b> analytics –…",http://www.indeed.com/viewjob?jk=f2b2144031419bd5&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",f2b2144031419bd5,False,False,False,"Seattle, WA 98109",1 day ago,
312,"Data Scientist, Senior",Booz Allen Hamilton,Arlington,VA,US,en,"Arlington, VA",Booz Allen Hamilton,"Thu, 09 Jan 2020 20:30:19 GMT","Change the world with the <b>Data</b> <b>Science</b> Bowl—the world’s premier <b>data</b> <b>science</b> for social good competition. As a <b>data</b> <b>scientist</b>, you can turn these complex data…",http://www.indeed.com/viewjob?jk=f98fae351e1e8899&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",f98fae351e1e8899,False,False,False,"Arlington, VA 22202",1 day ago,
313,Lead Data Scientist,Fulcrum Analytics,New York,NY,US,en,"New York, NY",Indeed,"Thu, 09 Jan 2020 17:08:54 GMT",The Lead <b>Data</b> <b>Scientist</b> will: Manage and mentor junior <b>data</b> <b>scientists</b>. 5+ years of hands-on <b>data</b> <b>science</b> experience in industry.,http://www.indeed.com/viewjob?jk=ae7bd6377c0619ea&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",ae7bd6377c0619ea,False,False,True,"New York, NY 10018",1 day ago,
314,Senior Data Scientist,Deloitte,Denver,CO,US,en,"Denver, CO",Deloitte,"Fri, 10 Jan 2020 07:35:22 GMT",Experience with end-to-end <b>Data</b> <b>Science</b> solutions such as H2O Driverless or <b>Data</b> Robot. A deep interest in <b>Data</b> <b>Science</b> and AI. Do you enjoy exploring datasets?,http://www.indeed.com/viewjob?jk=d1d74f1a568a2838&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",d1d74f1a568a2838,False,False,False,"Denver, CO",1 day ago,
315,"Data Scientist, Immunology and Oncology",Johnson & Johnson Family of Companies,Titusville,NJ,US,en,"Titusville, NJ",Johnson & Johnson Family of Companies,"Fri, 10 Jan 2020 02:07:02 GMT","Experience delivering on <b>data</b> <b>science</b> projects using statistical modeling, predictive technologies, <b>data</b> mining and/or text mining.",http://www.indeed.com/viewjob?jk=328af35e606a5a14&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",328af35e606a5a14,False,False,False,"Titusville, NJ",1 day ago,
316,Senior Data Architect,Data Ninjas Inc,Irving,TX,US,en,"Irving, TX",Indeed,"Fri, 10 Jan 2020 04:31:57 GMT","Analyzing <b>data</b>, design and build databases tables to capture all <b>data</b> elements, and load <b>data</b>, while maintaining <b>data</b> lineage and operational tracking.",http://www.indeed.com/viewjob?jk=532e7290340290c0&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",532e7290340290c0,False,False,True,"Irving, TX 75063",1 day ago,
317,Machine Learning & Data Science Internship (Summer 2020),Seagate Technology,Longmont,CO,US,en,"Longmont, CO",Seagate Technology,"Thu, 09 Jan 2020 19:48:13 GMT",Implement <b>data</b> <b>science</b> algorithm and utilize big <b>data</b> advanced analytics platform to create applications for stakeholders. Attention to detail and proactive.,http://www.indeed.com/viewjob?jk=d7299b7318cfee29&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",d7299b7318cfee29,False,False,False,"Longmont, CO 80503",1 day ago,
318,Data Scientist,Confie,Huntington Beach,CA,US,en,"Huntington Beach, CA",Confie,"Thu, 09 Jan 2020 22:29:41 GMT",The <b>Data</b> <b>Scientist</b> will apply advanced analytics techniques to large <b>data</b> sets and synthesize insights into actionable business opportunities.,http://www.indeed.com/viewjob?jk=f0681ac680294c06&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",f0681ac680294c06,False,False,True,"Huntington Beach, CA 92647",1 day ago,
319,Data Analyst,Kinsley Construction,York,PA,US,en,"York, PA",Kinsley Construction,"Fri, 10 Jan 2020 03:14:17 GMT","Providing technical expertise on <b>data</b> storage structures, <b>data</b> mining, and <b>data</b> cleansing. The <b>Data</b> Analyst is responsible for managing applications and…",http://www.indeed.com/viewjob?jk=b122524fd4bc5734&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",b122524fd4bc5734,False,False,True,"York, PA 17403",1 day ago,
320,Data Scientist / Transportation Analyst,WSP USA,Seattle,WA,US,en,"Seattle, WA",WSP USA,"Fri, 10 Jan 2020 02:44:06 GMT","As a member of WSP’s <b>Data</b> Informatics Group, you will be part of a growing organization that is at the intersection of transportation planning and <b>data</b> <b>science</b>.",http://www.indeed.com/viewjob?jk=26b1a1011e74f432&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",26b1a1011e74f432,False,False,True,"Seattle, WA",1 day ago,
321,Enterprise Analytics Data Scientist,Nestle USA,Arlington,VA,US,en,"Arlington, VA",Nestle,"Fri, 10 Jan 2020 12:31:09 GMT","Incorporate the latest <b>data</b> <b>science</b> thinking into NUSA’s solutions and models. As a “Business Scientist” (Business Acumen + <b>Data</b> <b>Scientist</b>), the Enterprise…",http://www.indeed.com/viewjob?jk=192203be3bb62a40&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",192203be3bb62a40,False,False,False,"Arlington, VA",1 day ago,
322,DATA COORDINATOR,City of Baton Rouge/Parish of East Baton Rouge,Baton Rouge,LA,US,en,"Baton Rouge, LA",Indeed,"Fri, 10 Jan 2020 15:50:11 GMT","Bachelor's degree in public health, statistics, epidemiology, behavioral <b>science</b>, public administration, or related field, and one year of experience in data…",http://www.indeed.com/viewjob?jk=aad2b4099bba1ba2&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",aad2b4099bba1ba2,False,False,True,"Baton Rouge, LA",1 day ago,
323,Sr Data Scientist or Associate Principal Scientist,AstraZeneca,Cambridge,MA,US,en,"Cambridge, MA",AstraZeneca,"Thu, 09 Jan 2020 18:21:14 GMT",Senior <b>Data</b> Scientist/Associate Principal <b>Scientist</b> in Bioinformatics (Emerging Innovations). You will join a multi-disciplinary team of <b>data</b> <b>scientists</b> and…,http://www.indeed.com/viewjob?jk=185eeb8f98d70f20&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",185eeb8f98d70f20,False,False,False,"Cambridge, MA",1 day ago,
324,Lead Data Scientist,Socure,New York,NY,US,en,"New York, NY",Socure,"Thu, 09 Jan 2020 22:45:41 GMT","Provide analytic support to the <b>data</b> <b>science</b> team. Develop machine learning models to apply test <b>data</b> algorithms to future <b>data</b>. Banks, seven of the top 10 U.S.",http://www.indeed.com/viewjob?jk=7649086e261782dd&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBbOu182WKd6FFq7E0AjIBiA&indpubnum=3622741264518966&atk=1duandpc9hdoi800,"indeed_clk(this,'4824');",7649086e261782dd,False,False,True,"New York, NY",1 day ago,
325,Data Science Analyst,Oriental Trading Company,Omaha,NE,US,en,"Omaha, NE",Oriental Trading Company,"Fri, 10 Jan 2020 00:59:09 GMT","Preps incoming <b>data</b> for use by <b>Data</b> <b>Scientists</b>. Modifies basic R, SAS, or Python code, developed by <b>Data</b> <b>Scientists</b>, for broader application within the team.",http://www.indeed.com/viewjob?jk=687d62dd4581314f&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfns9xEN4MmxxvGc-KuwmbE&indpubnum=3622741264518966&atk=1duandphfh6sj800,"indeed_clk(this,'4990');",687d62dd4581314f,False,False,False,"Omaha, NE",1 day ago,
326,Senior Data Scientist,Fox Corporation,Playa Vista,CA,US,en,"Playa Vista, CA",Fox Corporation,"Fri, 10 Jan 2020 01:28:06 GMT",Our Fox Technology <b>Data</b> Products team is looking for a Senior <b>Data</b> <b>Scientist</b> with a strong foundation in ML/AI. A SNAPSHOT OF YOUR RESPONSIBILITIES.,http://www.indeed.com/viewjob?jk=6c94f77f5538acca&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfns9xEN4MmxxvGc-KuwmbE&indpubnum=3622741264518966&atk=1duandphfh6sj800,"indeed_clk(this,'4990');",6c94f77f5538acca,False,False,False,"Playa Vista, CA",1 day ago,
327,Analytical & Data Visualization Developer,Northern Virginia Community College,Annandale,VA,US,en,"Annandale, VA",Northern Virginia Community College,"Thu, 09 Jan 2020 23:10:58 GMT",Experience with <b>data</b> analysis and making recommendations based on <b>data</b>. The Analytical & <b>Data</b> Visualization Developer will be responsible for extracting data…,http://www.indeed.com/viewjob?jk=734edd57f8789d2d&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfns9xEN4MmxxvGc-KuwmbE&indpubnum=3622741264518966&atk=1duandphfh6sj800,"indeed_clk(this,'4990');",734edd57f8789d2d,False,False,False,"Annandale, VA 22003",1 day ago,
328,Data Warehouse Developer,University of Michigan,Ann Arbor,MI,US,en,"Ann Arbor, MI",University of Michigan,"Fri, 10 Jan 2020 04:13:47 GMT",Provide <b>data</b> integration expertise for <b>Data</b> Analytics to design <b>data</b> management process that provides appropriately structured or unstructured <b>data</b> that is…,http://www.indeed.com/viewjob?jk=1e735e92c614c16b&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfns9xEN4MmxxvGc-KuwmbE&indpubnum=3622741264518966&atk=1duandphfh6sj800,"indeed_clk(this,'4990');",1e735e92c614c16b,False,False,False,"Ann Arbor, MI 48109",1 day ago,
329,Data Warehouse and Reporting Application Administrator,Florida Atlantic University,Boca Raton,FL,US,en,"Boca Raton, FL",Florida Atlantic University,"Thu, 09 Jan 2020 21:40:21 GMT",Knowledge of <b>data</b> warehouse architecture and <b>data</b> modeling. Map <b>data</b> between source systems and the <b>data</b> warehouse. Develop and validate end-user reports.,http://www.indeed.com/viewjob?jk=454867e21f2ea8c7&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfns9xEN4MmxxvGc-KuwmbE&indpubnum=3622741264518966&atk=1duandphfh6sj800,"indeed_clk(this,'4990');",454867e21f2ea8c7,False,False,False,"Boca Raton, FL 33431",1 day ago,
